Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
2041,2041 and 2042,Pa875,Ames 27185,No Nitrogen,22-Aug,67.14833997
2041,2041 and 2042,Pa875,Ames 27185,No Nitrogen,26-Aug,77.36553883
2041,2041 and 2042,Pa875,Ames 27185,No Nitrogen,16-Aug,74.08264648
2041,2041 and 2042,Pa875,Ames 27185,No Nitrogen,6-Jul,45.2570296
2043,2043 and 2044,A554,PI 587138,No Nitrogen,14-Aug,56.20742624
2043,2043 and 2044,A554,PI 587138,No Nitrogen,22-Aug,47.04827258
2043,2043 and 2044,A554,PI 587138,No Nitrogen,12-Aug,54.55755126
2043,2043 and 2044,A554,PI 587138,No Nitrogen,1-Sep,43.08519763
2043,2043 and 2044,A554,PI 587138,No Nitrogen,26-Aug,54.43229187
2043,2043 and 2044,A554,PI 587138,No Nitrogen,5-Sep,36.74899516
2043,2043 and 2044,A554,PI 587138,No Nitrogen,20-Aug,49.76359294
2043,2043 and 2044,A554,PI 587138,No Nitrogen,6-Jul,35.26322309
2043,2043 and 2044,A554,PI 587138,No Nitrogen,30-Aug,47.32290028
2043,2043 and 2044,A554,PI 587138,No Nitrogen,16-Aug,46.39929472
2043,2043 and 2044,A554,PI 587138,No Nitrogen,23-Aug,57.89076312
2043,2043 and 2044,A554,PI 587138,No Nitrogen,3-Sep,30.83164243
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,23-Aug,30.04929975
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,12-Aug,29.6618906
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,3-Sep,21.0486839
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,20-Aug,24.65622863
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,1-Sep,21.28141219
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,30-Aug,25.70015736
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,5-Sep,27.60181323
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,22-Aug,27.95864489
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,6-Jul,16.26854949
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,14-Aug,30.18645055
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,16-Aug,21.35150642
2045,2045 and 2046,A659,NSL 81599,No Nitrogen,26-Aug,36.39646785
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,23-Aug,71.41287325
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,5-Sep,67.9034633
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,30-Aug,69.28950801
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,1-Sep,66.30204812
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,14-Aug,69.80295567
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,22-Aug,61.12541627
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,26-Aug,66.63740362
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,12-Aug,65.25488771
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,20-Aug,61.25951702
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,3-Sep,56.9936049
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,6-Jul,27.72154094
2047,2047 and 2048,A239,Ames 23405,No Nitrogen,16-Aug,57.74982158
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,23-Aug,25.14287209
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,16-Aug,17.02187207
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,1-Sep,26.20779894
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,26-Aug,25.16521007
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,14-Aug,21.57264686
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,5-Sep,15.50252702
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,22-Aug,19.77551572
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,30-Aug,21.3483986
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,20-Aug,17.85817071
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,6-Jul,13.08262108
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,12-Aug,20.00454143
2049,2049 and 2050,A556,Ames 23450,No Nitrogen,3-Sep,21.4013238
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,26-Aug,26.00647218
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,12-Aug,12.94716047
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,22-Aug,15.32554453
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,30-Aug,21.66310966
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,14-Aug,15.11520737
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,20-Aug,10.77380797
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,1-Sep,31.44498599
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,16-Aug,11.80420089
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,3-Sep,27.19917158
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,5-Sep,21.68711312
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,6-Jul,31.2582683
2051,2051 and 2052,C49A,Ames 27067,No Nitrogen,23-Aug,24.70818211
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,6-Jul,29.35216153
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,12-Aug,14.98717046
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,16-Aug,13.52402009
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,5-Sep,22.79379045
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,20-Aug,24.53400711
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,14-Aug,11.87615869
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,3-Sep,31.94721596
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,1-Sep,35.39759903
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,23-Aug,27.20419216
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,26-Aug,27.4044385
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,22-Aug,19.55513309
2053,2053 and 2054,A641,Ames 19311,No Nitrogen,30-Aug,26.03654685
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,30-Aug,44.74578298
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,16-Aug,43.66885434
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,3-Sep,29.83893312
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,1-Sep,54.28645429
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,20-Aug,54.01032342
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,6-Jul,36.94834634
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,26-Aug,50.41003581
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,5-Sep,18.65180002
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,12-Aug,48.07375281
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,23-Aug,55.39811697
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,22-Aug,47.02255585
2055,2055 and 2056,CM174,Ames 19316,No Nitrogen,14-Aug,41.91641506
2057,2057 and 2058,F7,PI 257507,No Nitrogen,23-Aug,26.40470646
2057,2057 and 2058,F7,PI 257507,No Nitrogen,20-Aug,26.01673725
2057,2057 and 2058,F7,PI 257507,No Nitrogen,22-Aug,16.48605274
2057,2057 and 2058,F7,PI 257507,No Nitrogen,5-Sep,4.26825077
2057,2057 and 2058,F7,PI 257507,No Nitrogen,1-Sep,14.39301439
2057,2057 and 2058,F7,PI 257507,No Nitrogen,12-Aug,24.12770499
2057,2057 and 2058,F7,PI 257507,No Nitrogen,16-Aug,18.06160003
2057,2057 and 2058,F7,PI 257507,No Nitrogen,3-Sep,8.276962259
2057,2057 and 2058,F7,PI 257507,No Nitrogen,26-Aug,23.98308394
2057,2057 and 2058,F7,PI 257507,No Nitrogen,14-Aug,13.34816463
2057,2057 and 2058,F7,PI 257507,No Nitrogen,6-Jul,25.91155704
2057,2057 and 2058,F7,PI 257507,No Nitrogen,30-Aug,8.393291646
2059,2059 and 2060,I29,PI 686057,No Nitrogen,16-Aug,53.27437343
2059,2059 and 2060,I29,PI 686057,No Nitrogen,23-Aug,61.51367797
2059,2059 and 2060,I29,PI 686057,No Nitrogen,20-Aug,62.46752907
2059,2059 and 2060,I29,PI 686057,No Nitrogen,22-Aug,54.70339493
2059,2059 and 2060,I29,PI 686057,No Nitrogen,3-Sep,47.64500917
2059,2059 and 2060,I29,PI 686057,No Nitrogen,1-Sep,60.93233366
2059,2059 and 2060,I29,PI 686057,No Nitrogen,6-Jul,29.56620835
2059,2059 and 2060,I29,PI 686057,No Nitrogen,30-Aug,57.85413404
2059,2059 and 2060,I29,PI 686057,No Nitrogen,26-Aug,60.92777981
2059,2059 and 2060,I29,PI 686057,No Nitrogen,12-Aug,60.19482731
2059,2059 and 2060,I29,PI 686057,No Nitrogen,5-Sep,45.41356593
2059,2059 and 2060,I29,PI 686057,No Nitrogen,14-Aug,56.31283437
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,30-Aug,48.47335235
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,1-Sep,57.21147539
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,26-Aug,58.1279118
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,5-Sep,36.81013556
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,23-Aug,53.92958994
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,3-Sep,46.45247058
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,6-Jul,20.80317106
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,14-Aug,38.14502887
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,12-Aug,43.96603011
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,22-Aug,46.68140225
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,16-Aug,40.29274709
2061,2061 and 2062,CO125,Ames 27106,No Nitrogen,20-Aug,54.25327139
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,16-Aug,36.5592421
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,6-Jul,21.38981791
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,23-Aug,55.03780644
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,30-Aug,54.58592322
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,20-Aug,55.39849073
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,5-Sep,42.30300311
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,22-Aug,44.30211626
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,1-Sep,64.64041009
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,12-Aug,39.06083244
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,3-Sep,54.42073299
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,14-Aug,34.22797818
2063,2063 and 2064,CM7,Ames 27070,No Nitrogen,26-Aug,57.56969398
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,23-Aug,44.68037392
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,20-Aug,45.9519262
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,14-Aug,34.31484718
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,16-Aug,33.12492129
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,22-Aug,38.26161403
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,12-Aug,37.96634801
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,5-Sep,22.96346409
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,26-Aug,49.08774978
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,6-Jul,42.10776663
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,30-Aug,41.73621831
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,3-Sep,34.07956788
2065,2065 and 2066,MS153,Ames 24734,No Nitrogen,1-Sep,29.34641116
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,23-Aug,55.27888558
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,1-Sep,26.04768968
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,26-Aug,51.65179801
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,16-Aug,44.68815158
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,30-Aug,36.06431767
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,6-Jul,43.265205
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,14-Aug,40.15678797
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,12-Aug,51.56429528
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,22-Aug,43.93622251
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,20-Aug,60.69251384
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,3-Sep,27.83952086
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,5-Sep,16.9344423
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,3-Sep,46.79671429
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,14-Aug,22.72577997
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,20-Aug,38.32448131
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,30-Aug,44.00497856
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,6-Jul,29.09054874
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,16-Aug,29.98110858
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,5-Sep,43.16475708
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,23-Aug,41.97916628
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,26-Aug,45.84954153
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,22-Aug,33.77323051
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,12-Aug,30.93939463
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,1-Sep,38.9522935
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,16-Aug,40.16148669
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,23-Aug,53.4668675
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,30-Aug,50.99216212
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,26-Aug,48.93699464
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,12-Aug,37.51720066
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,5-Sep,42.64307395
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,3-Sep,52.36786499
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,1-Sep,41.68424168
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,22-Aug,44.7070734
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,20-Aug,48.02109536
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,6-Jul,33.38387217
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,14-Aug,41.4492293
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,16-Aug,35.35802746
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,26-Aug,41.83091812
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,30-Aug,33.02672054
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,14-Aug,46.1994809
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,6-Jul,36.72934473
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,12-Aug,39.43958764
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,1-Sep,18.33419106
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,5-Sep,10.39495248
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,20-Aug,47.02276609
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,3-Sep,20.17128224
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,22-Aug,32.89593187
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,23-Aug,44.79698894
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,12-Aug,62.22393787
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,30-Aug,65.3530034
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,26-Aug,64.73056303
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,1-Sep,71.72928082
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,22-Aug,60.81225809
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,3-Sep,60.30897972
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,20-Aug,69.74475513
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,23-Aug,70.41566528
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,16-Aug,63.34056338
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,6-Jul,42.43379165
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,14-Aug,75.31437046
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,5-Sep,57.40468068
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,12-Aug,43.43377461
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,6-Jul,26.77121268
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,20-Aug,62.09189413
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,14-Aug,45.27623285
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,30-Aug,65.17994969
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,1-Sep,74.04817405
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,22-Aug,51.5135436
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,3-Sep,70.30324233
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,23-Aug,60.46376898
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,26-Aug,66.63589002
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,16-Aug,45.78189502
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,5-Sep,64.03714731
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,12-Aug,46.95610709
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,14-Aug,42.79516924
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,6-Jul,30.78607705
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,22-Aug,44.09345265
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,5-Sep,34.0504969
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,1-Sep,54.53199999
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,20-Aug,52.87893342
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,26-Aug,57.7673709
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,16-Aug,46.25711927
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,23-Aug,54.11609923
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,30-Aug,43.2305352
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,3-Sep,40.96780062
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,6-Jul,6.105784714
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,3-Sep,23.66129777
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,30-Aug,19.55843272
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,22-Aug,14.47754343
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,23-Aug,18.05888311
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,14-Aug,7.019969278
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,26-Aug,24.75320657
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,20-Aug,16.84227444
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,5-Sep,15.82487075
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,12-Aug,8.987942506
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,16-Aug,8.050545053
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,1-Sep,25.71267117
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,12-Aug,77.12663775
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,20-Aug,78.57423182
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,3-Sep,68.88904437
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,5-Sep,71.16344021
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,26-Aug,75.54013023
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,6-Jul,52.72339898
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,14-Aug,65.50823667
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,23-Aug,78.18364624
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,30-Aug,84.86920055
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,22-Aug,73.35193185
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,1-Sep,64.98316498
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,16-Aug,69.75245239
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,26-Aug,58.09521791
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,3-Sep,33.49519318
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,6-Jul,31.40344358
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,16-Aug,46.70491597
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,1-Sep,45.68327296
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,14-Aug,52.67016261
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,20-Aug,38.95764109
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,12-Aug,56.89184586
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,30-Aug,50.68903781
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,5-Sep,30.94355186
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,22-Aug,43.57325851
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,23-Aug,53.52853891
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,26-Aug,75.22651111
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,12-Aug,76.45405209
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,5-Sep,62.71304172
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,14-Aug,76.47227078
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,1-Sep,69.69596061
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,20-Aug,60.89173117
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,6-Jul,28.78483835
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,16-Aug,64.5907558
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,22-Aug,63.63035616
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,30-Aug,73.53549096
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,3-Sep,54.28555436
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,23-Aug,73.96121055
2107,2107 and 2108,B105,PI 594048,No Nitrogen,14-Aug,52.33486943
2107,2107 and 2108,B105,PI 594048,No Nitrogen,23-Aug,51.1831566
2107,2107 and 2108,B105,PI 594048,No Nitrogen,6-Jul,34.34757835
2107,2107 and 2108,B105,PI 594048,No Nitrogen,22-Aug,41.89874118
2107,2107 and 2108,B105,PI 594048,No Nitrogen,26-Aug,56.84709857
2107,2107 and 2108,B105,PI 594048,No Nitrogen,12-Aug,50.27997911
2107,2107 and 2108,B105,PI 594048,No Nitrogen,5-Sep,46.58825743
2107,2107 and 2108,B105,PI 594048,No Nitrogen,1-Sep,49.21812195
2107,2107 and 2108,B105,PI 594048,No Nitrogen,20-Aug,42.78986496
2107,2107 and 2108,B105,PI 594048,No Nitrogen,30-Aug,73.40915802
2107,2107 and 2108,B105,PI 594048,No Nitrogen,3-Sep,43.77100796
2107,2107 and 2108,B105,PI 594048,No Nitrogen,16-Aug,43.44131764
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,26-Aug,63.88476011
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,30-Aug,66.33712955
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,5-Sep,55.09147544
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,20-Aug,55.63172078
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,23-Aug,62.26943303
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,6-Jul,27.68834386
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,14-Aug,64.98331479
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,16-Aug,52.96903206
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,22-Aug,51.92240709
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,12-Aug,61.06632757
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,3-Sep,49.78799625
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,1-Sep,59.02952267
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,12-Aug,68.73316833
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,6-Jul,21.47652669
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,23-Aug,72.27664672
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,20-Aug,58.43384527
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,5-Sep,65.89270403
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,1-Sep,70.1002701
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,22-Aug,62.58931681
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,30-Aug,73.16209862
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,26-Aug,73.24429295
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,16-Aug,60.44387848
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,14-Aug,69.95391705
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,3-Sep,57.26172318
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,5-Sep,81.80440138
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,16-Aug,76.79545486
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,22-Aug,77.24524973
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,23-Aug,86.58478697
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,14-Aug,89.35854653
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,3-Sep,74.97376191
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,20-Aug,75.34078125
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,1-Sep,90.40454495
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,12-Aug,85.40566316
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,6-Jul,37.41756472
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,26-Aug,86.57522469
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,30-Aug,89.50128389
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,20-Aug,48.3074002
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,26-Aug,66.65405328
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,14-Aug,60.02860321
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,1-Sep,71.83019001
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,6-Jul,34.08646104
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,16-Aug,48.14066414
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,12-Aug,61.95463112
